Timestamp,market-cap
12/12/2014 4:44,4745547063
12/15/2014 14:38,4869988965
12/19/2014 7:29,4253910174
12/22/2014 18:54,4363248000
12/25/2014 18:11,4417269052
12/28/2014 18:22,4317425897
12/31/2014 22:05,4251727650
1/3/2015 19:26,4330806330
1/6/2015 21:02,3756381169
1/10/2015 3:47,3986212643
1/13/2015 11:34,3663294109
1/16/2015 20:13,2886435552
1/20/2015 4:19,2968652431
1/23/2015 17:52,3211941726
1/27/2015 11:14,3778057228
1/30/2015 14:48,3251788807
2/2/2015 18:27,3130440066
2/5/2015 22:39,3129414156
2/9/2015 2:23,3093788889
2/12/2015 6:18,3036562920
2/15/2015 12:52,3563626188
2/18/2015 14:36,3397591509
2/21/2015 15:11,3407315730
2/24/2015 23:02,3314761390
2/28/2015 3:21,3501089387
3/3/2015 8:51,3834379201
3/6/2015 16:43,3799274177
3/9/2015 23:53,3828873125
3/13/2015 6:52,4109475735
3/16/2015 14:31,3999795602
3/20/2015 0:41,3648658058
3/23/2015 7:41,3740554519
3/26/2015 5:05,3454684914
3/29/2015 5:12,3539896944
4/1/2015 12:24,3412202600
4/4/2015 16:25,3564720183
4/8/2015 1:41,3562166220
4/11/2015 13:13,3313853000
4/14/2015 18:55,3134071035
4/18/2015 9:09,3131476128
4/21/2015 12:33,3157369581
4/24/2015 23:56,3324710421
4/28/2015 4:37,3201005582
5/1/2015 13:00,3330114827
5/4/2015 23:26,3382370068
5/8/2015 0:54,3352529334
5/11/2015 12:15,3382958169
5/14/2015 15:34,3341364696
5/17/2015 17:55,3353538107
5/21/2015 3:44,3320598682
5/24/2015 13:52,3375133968
5/27/2015 21:40,3348394140
5/31/2015 5:54,3303114353
6/3/2015 10:02,3204605703
6/6/2015 16:48,3201172395
6/9/2015 16:41,3245156704
6/12/2015 21:52,3267410689
6/16/2015 4:43,3369726000
6/19/2015 10:12,3547691259
6/22/2015 20:23,3483246011
6/26/2015 0:09,3465114964
6/29/2015 9:03,3560951678
7/2/2015 14:57,3695901417
7/5/2015 16:52,3735540253
7/8/2015 17:58,3817604567
7/11/2015 22:22,4095069684
7/15/2015 6:08,4141542052
7/18/2015 8:14,4022653323
7/21/2015 13:36,4019871451
7/24/2015 16:26,3988303335
7/27/2015 23:54,4225926997
7/31/2015 7:58,4166234786
8/3/2015 10:41,4080181204
8/6/2015 18:10,4065248075
8/9/2015 22:42,3796617825
8/13/2015 0:16,3876623400
8/16/2015 6:26,3791284003
8/19/2015 13:35,3223704540
8/22/2015 15:45,3391634879
8/25/2015 21:20,3066846822
8/29/2015 0:31,3368500240
9/1/2015 4:31,3352808400
9/4/2015 5:09,3311659416
9/7/2015 11:25,3503377050
9/10/2015 13:43,3478441270
9/13/2015 17:29,3429141229
9/16/2015 16:36,3356001047
9/20/2015 4:48,3369115856
9/23/2015 12:25,3374310804
9/26/2015 14:28,3444189375
9/29/2015 18:08,3496912014
10/2/2015 22:55,3488942124
10/6/2015 1:58,3540933279
10/9/2015 12:36,3587170200
10/12/2015 18:41,3631533359
10/15/2015 20:48,3760629264
10/19/2015 2:58,3931166764
10/22/2015 9:06,4019960578
10/25/2015 14:17,4385340824
10/28/2015 18:42,4460043043
10/31/2015 17:33,4791839789
11/3/2015 19:53,5745789226
11/6/2015 23:54,5537077219
11/10/2015 4:04,5594946375
11/13/2015 3:04,5018149622
11/16/2015 3:07,4726464920
11/19/2015 5:01,4966305103
11/22/2015 2:24,4868798519
11/24/2015 23:17,4769034274
11/27/2015 22:59,5375529164
11/30/2015 22:34,5746016061
12/3/2015 22:41,5392604128
12/6/2015 20:51,5966778431
12/9/2015 16:05,6237747403
12/12/2015 5:39,6598621020
12/14/2015 23:27,6681549105
12/17/2015 15:43,6863198436
12/20/2015 12:45,6867728072
12/23/2015 12:33,6625658805
12/26/2015 13:41,6357093186
12/29/2015 5:03,6341569780
1/1/2016 6:00,6517159760
1/4/2016 8:56,6512390605
1/7/2016 8:50,6810621073
1/10/2016 4:37,6728586936
1/12/2016 20:19,6716178987
1/16/2016 5:11,5661147248
1/19/2016 1:42,5766228518
1/22/2016 5:42,5968216922
1/24/2016 21:05,6093994725
1/27/2016 16:52,5963925153
1/30/2016 12:01,5712950304
2/2/2016 3:24,5639491785
2/4/2016 18:17,5870164552
2/7/2016 5:15,5709599658
2/9/2016 22:46,5695256203
2/12/2016 12:20,5785653062
2/15/2016 9:40,6190920052
2/18/2016 8:58,6419720094
2/21/2016 11:00,6806073560
2/24/2016 23:56,6464752231
2/28/2016 2:10,6458812794
3/2/2016 8:33,6611288376
3/5/2016 9:01,6205552660
3/8/2016 12:10,6274930492
3/11/2016 6:21,6454556493
3/14/2016 10:09,6350935881
3/17/2016 8:20,6396532398
3/20/2016 12:54,6288020689
3/23/2016 16:17,6393797545
3/26/2016 17:49,6383288021
3/29/2016 14:48,6364732081
4/1/2016 19:23,6397089085
4/4/2016 19:53,6465262346
4/7/2016 20:11,6493876393
4/10/2016 16:02,6490283350
4/13/2016 12:58,6544552801
4/16/2016 13:06,6646292061
4/19/2016 14:45,6633974673
4/22/2016 14:56,6906562710
4/25/2016 21:00,7268248718
4/29/2016 3:46,6914501548
5/2/2016 2:16,6993744457
5/4/2016 23:33,6930663696
5/7/2016 20:01,7138199500
5/10/2016 13:37,7019848059
5/13/2016 16:16,7099876185
5/16/2016 21:48,7058237830
5/20/2016 2:14,6841284221
5/22/2016 23:43,6802154835
5/25/2016 20:47,6965738676
5/29/2016 3:48,8194780017
6/1/2016 11:34,8394851648
6/4/2016 16:50,8900899257
6/7/2016 15:00,9128139000
6/10/2016 13:35,9035127856
6/13/2016 11:41,10931651273
6/16/2016 13:02,11610074279
6/19/2016 8:58,11867935955
6/22/2016 9:08,10593855978
6/25/2016 12:47,10710032198
6/28/2016 13:12,10137976374
7/1/2016 13:34,10652576032
7/4/2016 14:49,10643748497
7/7/2016 18:46,9760795493
7/10/2016 20:30,10226518223
7/14/2016 1:52,10295328841
7/17/2016 4:51,10469793128
7/20/2016 6:33,10625219580
7/23/2016 16:21,10310343920
7/27/2016 4:11,10237777519
7/30/2016 12:22,10347698419
8/2/2016 13:11,9574424344
8/5/2016 9:39,8942608644
8/8/2016 4:55,9279995754
8/11/2016 8:09,9384201747
8/14/2016 5:11,9206558134
8/17/2016 6:08,9069333683
8/20/2016 8:46,9091555856
8/23/2016 5:01,9276200919
8/26/2016 9:33,9139138856
8/29/2016 10:23,9094942434
9/1/2016 14:10,9028441811
9/4/2016 15:39,9626146530
9/7/2016 16:15,9685831507
9/10/2016 19:23,9886644494
